Paraguay,PRY,-0.49,0.31,4.00,29.35,15.76,54.89,-0.55,0.33,4.00,27.72,14.67,52.17,-0.72,0.26,5.00,22.28,13.04,39.13,-0.58,0.22,6.00,31.35,18.38,45.41,-0.76,0.19,6.00,22.16,15.14,37.84,-0.75,0.20,7.00,21.39,14.43,37.31,-0.86,0.17,7.00,21.08,12.25,29.41,-0.70,0.20,7.00,23.53,15.20,40.69,-0.58,0.21,7.00,28.16,18.45,48.06,-0.49,0.21,7.00,35.92,20.39,51.46,-0.41,0.19,8.00,36.84,24.88,51.20,-0.36,0.19,8.00,39.71,26.32,52.15,-0.33,0.19,8.00,40.28,28.44,52.61,-0.26,0.21,8.00,44.08,29.38,54.50,-0.25,0.21,8.00,45.02,29.86,54.98,-0.21,0.22,8.00,48.08,31.73,55.77,-0.21,0.22,8.00,45.71,31.90,58.10,-0.23,0.22,8.00,44.29,28.57,60.00,-0.25,0.22,8.00,43.33,29.52,58.57,-0.09,0.21,8.00,49.52,35.24,62.86,-0.14,0.21,8.00,48.10,33.33,60.95,-0.14,0.23,7.00,45.71,32.38,59.52,-0.22,0.22,7.00,44.76,31.90,57.62,-0.17,0.23,7.00,45.28,31.60,58.96
Qatar,QAT,0.17,0.33,3.00,61.96,36.96,71.74,0.05,0.33,4.00,54.35,28.80,70.11,-0.02,0.31,4.00,52.72,28.26,65.22,0.27,0.25,5.00,61.62,50.27,69.19,0.19,0.22,4.00,60.00,49.73,65.95,0.16,0.23,4.00,59.70,47.26,67.16,0.26,0.18,5.00,59.80,52.94,65.69,0.31,0.22,6.00,59.80,52.94,70.10,0.40,0.22,6.00,64.08,54.85,72.33,0.65,0.22,6.00,69.90,59.71,79.61,0.68,0.19,8.00,72.25,62.20,79.43,0.60,0.20,8.00,69.86,60.29,78.47,0.50,0.20,7.00,66.82,55.92,75.83,0.80,0.21,8.00,74.88,65.40,84.83,0.74,0.21,8.00,73.46,64.45,81.99,0.57,0.22,8.00,69.71,60.58,79.33,0.66,0.21,8.00,71.90,64.29,80.00,0.68,0.22,8.00,72.86,64.76,81.90,0.40,0.21,8.00,67.14,56.19,75.71,0.59,0.21,8.00,71.90,62.38,79.52,0.67,0.21,8.00,73.81,63.81,80.48,0.84,0.23,7.00,75.71,66.67,85.71,0.86,0.22,7.00,77.14,67.62,85.24,0.87,0.23,7.00,77.36,67.92,86.32
Réunion,REU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.20,0.32,1.00,85.07,70.15,96.02,1.11,0.21,1.00,82.84,71.08,90.69,1.10,0.31,1.00,82.84,67.16,94.61,1.13,0.37,1.00,84.47,66.99,96.60,1.15,0.38,1.00,84.47,66.02,96.60,1.15,0.41,1.00,83.73,65.07,99.52,1.14,0.46,1.00,83.25,63.64,100.00,1.12,0.46,1.00,83.41,62.09,98.58,1.08,0.50,1.00,81.52,59.72,99.05,1.08,0.50,1.00,81.99,61.14,99.05,1.23,0.51,1.00,87.98,65.38,99.52,1.27,0.46,1.00,88.10,67.14,99.05,1.23,0.49,1.00,86.19,66.19,99.05,1.20,0.47,1.00,85.71,68.10,98.10,1.19,0.49,1.00,85.71,64.76,98.10,1.22,0.49,1.00,86.19,65.24,99.52,0.93,0.52,1.00,79.52,56.19,96.67,0.95,0.49,1.00,80.95,57.62,96.67,0.97,0.47,1.00,80.19,58.96,96.70
Romania,ROM,0.03,0.30,5.00,55.98,30.43,65.76,0.21,0.29,5.00,60.33,39.67,70.65,-0.10,0.24,7.00,51.09,29.89,63.59,0.05,0.21,8.00,56.22,41.62,63.24,-0.05,0.17,9.00,54.05,44.32,61.62,0.18,0.18,10.00,60.20,50.25,65.67,0.24,0.16,10.00,58.82,53.43,64.71,0.44,0.18,11.00,64.71,55.39,72.06,0.51,0.18,11.00,66.99,57.77,74.27,0.60,0.19,10.00,67.48,59.71,78.16,0.62,0.18,10.00,70.33,62.20,76.56,0.67,0.18,10.00,73.21,63.64,79.43,0.69,0.17,11.00,73.93,63.98,78.67,0.56,0.18,11.00,68.72,60.19,76.30,0.63,0.18,11.00,71.56,62.56,79.15,0.60,0.19,11.00,70.67,63.46,79.33,0.57,0.19,11.00,70.00,62.38,77.14,0.57,0.19,10.00,69.05,63.81,78.57,0.43,0.20,9.00,68.57,59.05,75.71,0.41,0.20,9.00,67.14,58.10,75.24,0.44,0.20,9.00,66.19,60.48,74.29,0.35,0.21,8.00,62.86,52.38,73.33,0.29,0.21,8.00,61.90,50.95,71.90,0.36,0.21,8.00,63.68,52.83,74.06
Russian Federation,RUS,-0.43,0.27,7.00,32.61,21.20,54.35,-0.51,0.25,7.00,28.80,17.39,49.46,-0.52,0.22,8.00,28.80,17.39,44.02,-0.24,0.20,9.00,45.41,33.51,57.30,-0.15,0.17,9.00,51.35,37.84,57.84,-0.10,0.18,9.00,50.75,38.81,60.20,-0.12,0.16,9.00,51.47,42.16,56.37,-0.39,0.18,10.00,40.20,24.51,51.96,-0.26,0.19,10.00,47.57,30.10,55.34,-0.35,0.19,10.00,43.20,27.67,53.40,-0.29,0.18,10.00,44.50,30.14,53.11,-0.31,0.18,10.00,41.63,30.62,52.15,-0.31,0.17,11.00,41.23,30.81,52.13,-0.35,0.18,11.00,40.28,28.91,51.66,-0.36,0.18,11.00,39.34,27.96,51.66,-0.40,0.19,11.00,37.98,26.92,49.52,-0.58,0.19,11.00,30.95,20.00,43.81,-0.44,0.19,10.00,36.19,23.81,48.57,-0.53,0.20,9.00,30.95,18.10,43.33,-0.56,0.20,9.00,30.00,16.19,43.81,-0.48,0.20,9.00,33.81,19.52,46.19,-0.48,0.21,8.00,34.76,20.48,45.24,-0.54,0.22,7.00,32.86,18.10,46.19,-1.14,0.23,6.00,13.21,4.72,21.23
Rwanda,RWA,-1.34,0.36,2.00,9.24,1.63,23.37,-1.35,0.39,2.00,9.24,2.72,22.83,-1.36,0.37,2.00,9.24,2.72,21.74,-0.95,0.28,3.00,18.92,5.95,36.76,-0.86,0.23,3.00,20.00,9.73,35.68,-0.68,0.20,5.00,25.37,15.92,41.79,-1.00,0.16,6.00,17.16,9.80,24.51,-0.69,0.17,7.00,24.51,17.65,38.73,-0.69,0.17,7.00,24.76,17.96,36.89,-0.53,0.16,7.00,33.01,21.36,46.60,-0.34,0.17,7.00,40.19,29.67,51.67,-0.24,0.16,8.00,45.45,33.01,53.11,-0.18,0.16,8.00,46.92,35.07,54.98,-0.13,0.18,9.00,48.34,36.49,56.40,-0.03,0.18,9.00,52.61,41.23,61.14,0.19,0.18,9.00,60.10,49.04,67.79,0.15,0.17,9.00,58.10,48.10,66.19,0.01,0.18,9.00,53.81,42.86,64.76,0.08,0.18,9.00,58.10,43.33,66.19,0.03,0.18,9.00,57.14,43.81,63.33,-0.01,0.18,9.00,53.33,42.38,62.86,0.00,0.19,8.00,51.90,40.48,61.43,0.06,0.17,9.00,53.81,45.24,63.33,0.16,0.18,9.00,58.02,47.64,66.98
Samoa,WSM,0.03,0.36,2.00,57.07,25.54,69.57,0.04,0.39,2.00,53.80,26.63,70.65,0.02,0.37,2.00,55.43,26.63,69.57,-0.03,0.37,1.00,54.59,28.65,68.11,-0.05,0.28,1.00,55.14,34.59,64.32,-0.01,0.32,1.00,53.73,30.35,66.17,-0.05,0.20,3.00,52.45,42.16,60.29,-0.04,0.27,3.00,53.43,34.31,63.24,-0.08,0.28,3.00,51.94,30.58,62.14,-0.30,0.23,4.00,45.63,26.70,53.88,-0.24,0.22,5.00,45.45,29.67,55.02,-0.27,0.21,5.00,43.06,29.67,54.55,-0.32,0.21,5.00,40.76,27.96,53.55,-0.36,0.23,5.00,39.34,25.12,53.08,-0.27,0.24,5.00,44.55,27.49,54.98,-0.21,0.29,4.00,47.60,28.37,61.54,-0.08,0.27,4.00,50.95,33.81,65.24,-0.14,0.29,4.00,48.10,28.10,65.24,-0.07,0.29,4.00,50.00,30.48,67.14,-0.14,0.30,4.00,47.62,29.05,64.29,-0.26,0.31,4.00,43.33,21.43,61.43,-0.21,0.34,4.00,43.81,25.24,61.90,-0.22,0.33,4.00,45.24,24.76,62.38,-0.27,0.31,4.00,41.98,21.23,60.38
Saudi Arabia,SAU,-0.31,0.31,4.00,41.30,22.83,61.96,-0.29,0.33,4.00,39.67,20.65,61.41,-0.12,0.31,4.00,50.00,26.09,65.22,-0.07,0.22,6.00,53.51,37.84,61.62,0.08,0.20,5.00,57.30,48.65,64.32,0.04,0.21,5.00,56.22,44.28,63.68,0.11,0.17,5.00,56.37,50.49,61.76,-0.05,0.21,6.00,52.94,40.20,59.31,0.02,0.21,7.00,53.40,41.26,61.65,0.12,0.21,7.00,56.31,47.57,65.05,0.16,0.20,7.00,56.94,48.33,65.07,0.16,0.20,7.00,56.46,46.89,66.51,0.02,0.21,6.00,54.03,40.76,62.09,0.10,0.23,7.00,55.45,42.65,67.30,0.08,0.22,7.00,54.50,43.60,65.40,-0.01,0.23,7.00,52.40,37.98,65.38,0.00,0.22,7.00,51.90,41.43,65.24,0.06,0.22,8.00,56.19,42.86,66.19,-0.02,0.21,8.00,52.86,38.57,65.71,-0.09,0.21,8.00,49.05,35.24,62.86,-0.09,0.21,8.00,49.52,35.24,61.43,0.25,0.23,7.00,60.00,46.67,72.38,0.32,0.22,7.00,63.33,50.95,71.90,0.42,0.23,7.00,65.09,53.30,75.94
Sudan,SDN,-1.36,0.31,4.00,8.70,1.63,21.20,-1.30,0.33,4.00,10.87,3.26,22.28,-1.39,0.33,3.00,8.70,2.72,19.02,-1.28,0.24,4.00,9.73,3.24,18.92,-1.42,0.20,4.00,7.57,1.62,14.59,-1.20,0.18,6.00,10.45,5.97,18.91,-1.38,0.15,7.00,7.35,2.94,12.25,-1.20,0.17,7.00,10.78,5.39,19.12,-1.32,0.17,7.00,8.25,3.88,16.50,-1.44,0.17,7.00,5.34,2.43,11.17,-1.27,0.16,8.00,7.18,4.31,15.79,-1.34,0.16,8.00,6.70,3.35,13.88,-1.32,0.16,8.00,8.53,3.32,14.69,-1.48,0.18,9.00,5.69,2.37,10.90,-1.46,0.18,9.00,6.64,1.90,10.90,-1.45,0.18,9.00,5.77,2.40,10.10,-1.50,0.17,9.00,4.76,2.38,9.52,-1.49,0.17,9.00,5.71,2.86,10.00,-1.59,0.17,9.00,3.81,2.86,8.10,-1.64,0.17,9.00,4.29,2.86,7.62,-1.67,0.17,9.00,4.76,2.86,6.67,-1.57,0.18,8.00,4.76,3.33,9.52,-1.48,0.16,9.00,5.71,3.33,9.52,-1.58,0.17,9.00,4.72,3.30,8.49
Senegal,SEN,-0.13,0.31,4.00,50.00,25.00,64.67,-0.17,0.33,4.00,45.65,22.83,64.67,-0.19,0.31,4.00,41.85,23.91,63.59,-0.27,0.23,5.00,42.70,28.11,57.30,-0.31,0.19,6.00,45.41,27.57,55.68,-0.32,0.18,7.00,44.28,28.36,52.74,-0.26,0.15,8.00,47.55,34.31,53.43,-0.37,0.16,9.00,41.18,26.47,51.47,-0.40,0.16,10.00,37.86,25.24,50.00,-0.35,0.16,10.00,43.69,29.13,51.94,-0.32,0.15,10.00,41.15,30.62,51.67,-0.32,0.15,10.00,41.15,31.58,51.67,-0.25,0.15,11.00,43.60,33.18,53.55,-0.11,0.17,11.00,50.24,38.39,56.40,-0.07,0.17,11.00,51.18,40.28,58.29,-0.26,0.17,11.00,44.71,31.73,52.88,-0.22,0.16,11.00,45.24,34.76,52.86,-0.21,0.16,11.00,45.71,34.29,55.24,-0.19,0.16,11.00,44.29,33.33,57.14,-0.15,0.16,11.00,46.19,35.71,60.00,-0.18,0.16,11.00,46.19,35.24,59.05,-0.29,0.17,10.00,41.43,30.95,50.48,-0.32,0.16,10.00,40.95,31.90,50.95,-0.30,0.17,10.00,41.04,29.72,52.36
Singapore,SGP,2.18,0.28,6.00,100.00,96.74,100.00,2.15,0.27,6.00,100.00,96.20,100.00,2.07,0.23,6.00,100.00,94.57,100.00,1.89,0.21,7.00,100.00,92.97,100.00,1.79,0.18,7.00,98.38,90.27,100.00,1.76,0.19,7.00,98.01,90.05,100.00,1.75,0.16,7.00,99.51,90.69,100.00,1.75,0.19,8.00,98.04,91.67,100.00,1.81,0.20,8.00,98.06,91.26,100.00,1.87,0.20,8.00,98.54,93.20,100.00,1.78,0.19,8.00,97.61,92.34,100.00,1.78,0.20,8.00,98.09,92.34,100.00,1.78,0.19,9.00,96.68,91.94,100.00,1.96,0.20,9.00,100.00,94.31,100.00,1.96,0.20,9.00,100.00,94.31,100.00,2.23,0.21,9.00,100.00,98.56,100.00,2.25,0.20,9.00,100.00,99.05,100.00,2.17,0.20,9.00,100.00,96.67,100.00,2.11,0.20,9.00,99.52,95.24,100.00,2.12,0.20,9.00,99.52,97.14,100.00,2.15,0.20,9.00,100.00,97.14,100.00,2.21,0.21,8.00,100.00,99.05,100.00,2.23,0.21,8.00,100.00,99.05,100.00,2.21,0.21,8.00,100.00,98.58,100.00
Solomon Islands,SLB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.95,0.32,1.00,17.91,6.47,38.81,-0.98,0.20,3.00,18.63,9.31,25.49,-1.11,0.27,3.00,14.22,4.41,25.00,-1.14,0.27,4.00,12.14,3.88,24.27,-1.19,0.22,5.00,10.68,3.40,20.39,-1.22,0.22,5.00,9.09,3.83,22.01,-1.20,0.21,5.00,9.57,4.78,20.10,-1.06,0.21,5.00,14.22,7.11,26.07,-1.04,0.23,5.00,15.64,7.11,27.96,-1.11,0.24,5.00,14.22,5.21,25.59,-1.10,0.27,5.00,12.02,4.33,28.37,-0.97,0.26,5.00,15.71,5.71,32.86,-0.97,0.28,5.00,14.76,5.71,31.90,-0.82,0.29,4.00,20.95,8.57,39.52,-0.85,0.30,4.00,18.10,8.10,38.57,-0.84,0.31,4.00,17.62,7.62,40.48,-0.83,0.34,4.00,20.00,8.10,41.43,-0.85,0.28,5.00,20.00,8.10,38.10,-0.77,0.27,5.00,21.70,10.38,40.57
Sierra Leone,SLE,-1.53,0.35,3.00,5.43,1.09,17.39,-1.49,0.38,3.00,7.61,1.09,20.11,-1.57,0.40,2.00,6.52,0.00,16.30,-1.35,0.26,4.00,7.03,2.70,18.92,-1.18,0.21,4.00,12.43,3.24,20.54,-1.09,0.19,6.00,14.43,6.97,20.90,-1.10,0.16,7.00,14.22,7.35,21.08,-1.14,0.17,7.00,13.24,6.37,20.59,-1.09,0.17,7.00,16.02,6.80,21.84,-0.98,0.17,7.00,17.48,7.77,24.27,-0.81,0.16,8.00,23.44,14.35,32.54,-0.76,0.16,8.00,24.40,17.22,33.01,-0.73,0.16,8.00,26.07,17.54,34.12,-0.71,0.17,11.00,27.01,17.54,36.02,-0.72,0.17,11.00,25.59,16.59,36.02,-0.82,0.17,11.00,24.52,11.54,31.73,-0.93,0.16,11.00,16.67,10.00,27.14,-0.95,0.16,10.00,16.67,9.52,26.67,-0.95,0.17,10.00,15.24,10.00,27.62,-0.92,0.16,10.00,14.76,9.52,28.57,-0.92,0.16,9.00,15.71,9.52,28.10,-0.90,0.17,9.00,15.71,10.48,30.00,-0.98,0.16,10.00,14.29,9.05,25.71,-1.06,0.17,10.00,15.09,7.08,21.23
El Salvador,SLV,-0.19,0.29,5.00,46.74,24.46,62.50,0.08,0.33,4.00,54.89,29.35,70.65,-0.02,0.26,5.00,53.26,30.98,65.22,-0.17,0.22,6.00,47.03,34.05,60.54,-0.25,0.19,6.00,48.65,33.51,56.76,0.00,0.20,7.00,54.23,44.28,63.68,-0.26,0.17,7.00,48.04,31.37,53.92,-0.07,0.20,7.00,52.45,38.73,57.84,0.09,0.21,7.00,57.28,47.09,65.05,0.15,0.21,7.00,57.28,49.51,66.02,0.28,0.20,7.00,61.72,52.15,69.86,0.34,0.20,7.00,62.68,53.11,72.73,0.40,0.19,8.00,63.51,54.98,75.36,0.23,0.20,9.00,57.82,50.24,68.25,0.23,0.20,9.00,59.24,48.34,67.77,0.22,0.21,9.00,61.06,49.04,69.23,0.07,0.20,9.00,54.76,43.81,65.71,-0.05,0.21,9.00,51.43,39.05,64.76,-0.17,0.20,9.00,45.71,32.86,60.95,-0.02,0.20,9.00,52.86,39.05,63.33,-0.04,0.20,9.00,50.95,39.05,62.86,-0.09,0.21,8.00,49.05,36.67,60.48,-0.36,0.20,8.00,39.52,26.19,50.95,-0.46,0.21,8.00,34.91,20.75,47.64
San Marino,SMR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.52,0.46,1.00,68.10,44.76,88.57,0.49,0.49,1.00,68.10,41.43,87.14,0.46,0.47,1.00,70.00,40.00,86.67,0.44,0.49,1.00,67.62,38.57,86.19,0.45,0.49,1.00,66.67,39.52,86.67,0.53,0.52,1.00,70.48,39.52,90.00,0.53,0.49,1.00,70.48,43.33,86.67,0.55,0.47,1.00,70.75,43.40,88.21
Somalia,SOM,-2.35,0.37,2.00,0.00,0.00,3.26,-2.18,0.42,2.00,0.54,0.00,7.61,-2.06,0.40,2.00,2.17,0.00,7.61,-2.07,0.27,3.00,0.00,0.00,3.78,-2.04,0.22,3.00,0.54,0.00,2.16,-2.30,0.19,5.00,0.50,0.00,1.00,-2.21,0.16,5.00,0.49,0.00,1.47,-2.49,0.18,5.00,0.00,0.00,0.98,-2.43,0.19,5.00,0.00,0.00,0.97,-2.55,0.20,4.00,0.00,0.00,0.00,-2.49,0.19,5.00,0.00,0.00,1.44,-2.30,0.19,5.00,0.48,0.00,2.39,-2.33,0.20,5.00,0.47,0.00,1.90,-2.22,0.22,6.00,0.47,0.00,1.90,-2.21,0.22,6.00,0.95,0.00,1.90,-2.07,0.22,6.00,1.92,0.00,3.37,-2.10,0.20,6.00,1.43,0.00,2.38,-2.18,0.20,6.00,0.95,0.00,2.38,-2.20,0.20,6.00,0.48,0.00,2.86,-2.09,0.20,6.00,1.90,0.00,2.86,-2.15,0.18,7.00,1.90,0.00,2.86,-1.95,0.19,6.00,2.86,0.00,4.29,-1.84,0.19,6.00,3.33,0.95,4.76,-1.90,0.20,6.00,3.30,0.47,4.72
São Tomé and Principe,STP,-0.65,0.39,1.00,25.00,9.78,53.80,-0.64,0.44,1.00,26.09,8.70,54.35,-0.66,0.42,1.00,25.00,9.24,54.89,-0.27,0.37,1.00,43.24,21.08,63.24,-0.54,0.28,1.00,34.59,17.84,52.97,-0.93,0.23,3.00,18.41,7.46,29.85,-0.92,0.17,4.00,20.10,11.27,26.96,-0.68,0.19,5.00,25.00,17.16,40.69,-0.82,0.19,5.00,21.84,13.59,32.52,-0.74,0.18,6.00,23.30,16.99,36.89,-0.77,0.20,5.00,23.92,12.92,34.93,-0.85,0.18,6.00,21.53,11.48,32.54,-0.75,0.19,6.00,25.12,13.27,35.55,-0.80,0.21,6.00,24.17,11.37,34.60,-0.81,0.21,6.00,23.70,11.85,34.60,-0.83,0.21,6.00,23.56,9.62,33.17,-0.84,0.19,6.00,22.86,10.48,33.81,-0.87,0.20,6.00,20.00,10.00,30.48,-0.89,0.20,6.00,16.67,9.52,29.52,-0.91,0.20,6.00,15.24,9.05,29.52,-0.97,0.20,6.00,13.81,8.10,28.10,-0.97,0.21,6.00,14.76,9.05,30.00,-0.95,0.20,6.00,15.24,9.05,30.48,-0.89,0.21,6.00,19.81,9.91,31.60
Suriname,SUR,-0.54,0.35,3.00,26.63,13.04,55.43,-0.53,0.38,3.00,28.26,13.04,54.89,-0.58,0.36,3.00,27.17,12.50,54.35,-0.68,0.29,3.00,26.49,12.97,45.41,-0.58,0.24,3.00,31.89,18.92,48.65,-0.65,0.25,4.00,25.87,14.93,45.77,-0.52,0.19,4.00,32.84,22.06,49.02,-0.53,0.24,5.00,31.86,19.61,50.49,-0.59,0.27,5.00,27.67,16.50,50.00,-0.54,0.26,5.00,32.52,17.96,51.46,-0.61,0.23,6.00,29.67,16.75,45.45,-0.67,0.24,6.00,27.27,14.35,42.58,-0.58,0.25,6.00,31.28,18.01,47.87,-0.48,0.25,6.00,34.12,21.80,51.66,-0.45,0.25,6.00,36.02,22.75,52.13,-0.63,0.28,5.00,28.85,12.50,48.08,-0.63,0.25,5.00,29.05,13.33,44.76,-0.64,0.25,5.00,27.62,12.38,44.76,-0.56,0.25,5.00,30.00,14.76,46.67,-0.67,0.25,5.00,27.14,11.43,41.90,-0.70,0.24,5.00,26.67,10.95,41.43,-0.80,0.26,5.00,22.38,10.48,38.57,-0.72,0.26,5.00,25.24,11.43,41.43,-0.79,0.26,5.00,21.23,10.38,39.15
Slovak Republic,SVK,0.67,0.28,6.00,71.20,62.50,83.70,0.50,0.27,6.00,65.76,54.35,78.26,0.58,0.24,7.00,69.02,59.24,79.35,0.90,0.20,9.00,75.14,68.11,84.86,0.91,0.17,9.00,74.59,67.57,85.41,1.08,0.18,9.00,80.60,74.13,88.56,1.13,0.16,9.00,83.33,75.00,90.69,1.08,0.18,9.00,81.37,72.55,91.18,0.97,0.19,9.00,79.61,71.36,86.41,1.08,0.20,9.00,82.04,73.79,89.32,1.05,0.18,10.00,80.86,73.21,87.56,1.00,0.18,10.00,79.90,73.68,85.65,1.00,0.17,10.00,79.62,74.88,86.73,1.04,0.19,10.00,80.09,73.46,89.57,0.93,0.19,10.00,78.67,70.14,86.26,0.89,0.20,10.00,78.85,69.23,87.02,0.77,0.20,10.00,75.24,67.14,81.43,0.88,0.20,9.00,79.05,68.57,84.76,0.81,0.21,8.00,76.67,70.00,83.33,0.80,0.21,8.00,75.71,68.10,83.33,1.00,0.21,8.00,79.52,73.33,89.05,0.77,0.23,7.00,74.29,63.81,83.33,0.87,0.21,8.00,77.62,68.57,84.76,0.85,0.21,8.00,76.89,67.92,85.38
Slovenia,SVN,1.09,0.31,4.00,83.70,69.02,95.11,1.05,0.29,5.00,84.78,68.48,94.02,0.67,0.22,8.00,70.11,63.59,81.52,0.85,0.20,9.00,72.97,67.03,83.24,0.88,0.17,9.00,73.51,66.49,83.24,0.84,0.18,9.00,77.11,67.66,82.59,0.88,0.16,9.00,75.98,68.14,83.33,0.79,0.18,9.00,73.04,65.20,81.37,0.80,0.19,9.00,74.27,66.02,83.98,0.85,0.20,9.00,75.24,66.02,84.47,0.91,0.18,10.00,77.03,70.33,85.17,0.76,0.18,10.00,75.12,65.55,81.34,0.69,0.18,9.00,74.41,63.03,79.15,0.63,0.18,11.00,71.56,61.61,77.25,0.62,0.18,11.00,70.62,62.56,78.20,0.66,0.19,11.00,72.12,64.42,79.33,0.61,0.19,11.00,71.43,63.81,78.57,0.63,0.19,10.00,71.43,64.76,79.52,0.56,0.20,9.00,71.43,63.33,78.57,0.64,0.20,9.00,73.81,63.33,80.95,1.00,0.20,9.00,79.05,73.81,88.57,0.91,0.21,8.00,77.14,71.90,87.14,0.82,0.21,8.00,74.76,67.14,83.81,0.69,0.21,8.00,73.58,62.74,82.08
Sweden,SWE,1.32,0.28,6.00,89.13,76.09,97.28,1.16,0.27,6.00,86.41,72.28,95.11,1.35,0.23,6.00,89.67,79.35,95.65,1.59,0.23,6.00,94.59,84.32,100.00,1.61,0.20,6.00,94.05,87.03,100.00,1.67,0.21,6.00,95.52,87.56,100.00,1.53,0.17,6.00,92.65,85.78,100.00,1.44,0.21,7.00,92.16,81.37,98.04,1.57,0.22,7.00,93.69,85.44,99.51,1.64,0.23,7.00,95.15,86.89,100.00,1.65,0.22,7.00,95.69,86.12,100.00,1.66,0.24,7.00,95.22,85.17,100.00,1.89,0.22,8.00,99.05,92.42,100.00,1.90,0.23,8.00,99.05,91.94,100.00,1.90,0.22,8.00,99.05,91.94,100.00,1.81,0.23,8.00,96.63,90.38,99.52,1.80,0.22,8.00,97.14,91.90,99.05,1.84,0.23,8.00,97.14,91.43,100.00,1.79,0.22,8.00,95.71,90.48,99.52,1.83,0.22,8.00,97.62,90.48,99.52,1.79,0.22,8.00,96.67,90.48,100.00,1.68,0.23,7.00,95.24,87.14,99.52,1.75,0.23,7.00,96.67,89.52,99.52,1.68,0.23,7.00,96.23,87.26,99.53
Eswatini,SWZ,-0.27,0.36,2.00,44.57,21.20,64.13,-0.18,0.39,2.00,44.02,21.20,64.67,-0.19,0.37,2.00,42.39,20.65,65.22,-0.26,0.34,2.00,44.32,21.08,62.16,-0.28,0.26,2.00,47.57,24.32,57.84,-0.53,0.28,3.00,30.35,16.92,52.74,-0.43,0.20,3.00,39.22,23.53,51.47,-0.36,0.25,4.00,41.67,21.57,54.41,-0.57,0.28,4.00,29.61,16.50,50.97,-0.44,0.26,4.00,37.38,20.39,53.40,-0.37,0.26,4.00,38.76,23.44,54.55,-0.40,0.26,5.00,37.80,22.49,53.59,-0.41,0.26,5.00,36.02,22.27,53.55,-0.30,0.26,5.00,42.18,25.12,55.45,-0.15,0.26,5.00,46.92,30.81,61.14,-0.22,0.27,5.00,47.12,28.37,61.06,-0.26,0.27,5.00,44.29,27.14,59.52,-0.26,0.30,4.00,43.81,23.81,62.38,-0.26,0.30,4.00,42.38,24.29,62.38,-0.51,0.25,5.00,33.33,14.76,48.57,-0.53,0.25,5.00,32.86,14.76,48.57,-0.49,0.27,4.00,34.29,14.76,49.52,-0.60,0.24,5.00,31.43,13.33,45.71,-0.72,0.25,5.00,23.58,13.68,40.57
Seychelles,SYC,0.31,0.39,1.00,63.59,38.59,77.17,0.30,0.44,1.00,61.96,32.07,83.70,0.28,0.42,1.00,63.59,34.24,79.35,0.46,0.37,1.00,65.41,49.19,80.54,0.68,0.28,1.00,70.81,61.62,81.62,-0.17,0.26,3.00,48.26,28.86,61.69,0.45,0.20,3.00,63.24,56.37,71.08,0.19,0.27,3.00,56.37,48.04,70.10,0.01,0.30,3.00,52.91,33.98,66.50,-0.05,0.29,3.00,53.40,33.50,64.08,-0.01,0.26,4.00,52.63,34.93,63.64,-0.02,0.27,4.00,52.63,34.93,64.59,-0.08,0.27,4.00,51.66,33.18,62.09,-0.13,0.26,5.00,47.87,30.81,60.66,-0.11,0.26,5.00,48.34,32.23,62.09,-0.27,0.27,5.00,44.23,26.92,59.13,0.13,0.27,5.00,56.67,43.81,70.00,-0.09,0.30,4.00,50.48,29.05,66.19,0.01,0.28,5.00,55.24,33.81,70.00,0.02,0.28,5.00,55.71,35.24,68.57,0.03,0.28,5.00,56.19,35.24,68.57,0.02,0.31,4.00,53.81,36.19,69.05,0.01,0.33,3.00,52.86,32.86,71.43,0.33,0.32,3.00,62.26,43.87,76.89
