Paraguay,PRY,-0.46,0.37,4.00,31.38,14.89,52.13,-0.75,0.35,4.00,20.74,10.64,36.70,-0.97,0.34,4.00,18.52,8.99,32.28,-1.21,0.30,5.00,15.34,5.29,25.40,-0.75,0.29,5.00,25.63,14.07,36.68,-0.57,0.29,6.00,26.70,16.99,41.26,-0.65,0.28,6.00,26.21,16.99,39.81,-0.78,0.27,6.00,23.19,13.53,33.82,-0.74,0.26,6.00,23.19,13.04,34.30,-0.73,0.26,6.00,21.15,13.46,35.10,-0.88,0.25,7.00,19.43,11.85,28.91,-0.83,0.24,7.00,21.33,12.32,30.33,-0.69,0.24,7.00,25.12,15.64,36.49,-0.87,0.23,7.00,19.91,11.85,29.86,-0.74,0.23,7.00,22.75,14.69,35.55,-0.09,0.20,7.00,42.38,30.00,54.76,0.04,0.20,7.00,48.57,35.24,58.57,0.13,0.21,7.00,50.95,37.62,61.90,0.00,0.22,7.00,46.19,31.90,59.05,-0.09,0.22,7.00,44.34,30.19,55.66,-0.02,0.23,6.00,46.23,30.19,58.49,0.02,0.24,5.00,48.11,33.49,58.49,0.00,0.23,6.00,47.17,32.55,58.02,0.04,0.23,6.00,48.11,33.49,58.49
Qatar,QAT,0.36,0.37,4.00,57.98,37.77,78.19,1.06,0.35,4.00,82.45,63.30,100.00,1.16,0.34,4.00,85.71,69.84,98.94,0.83,0.32,4.00,74.60,56.61,94.18,1.19,0.30,4.00,92.46,69.35,99.50,1.12,0.29,5.00,87.38,67.96,99.51,1.03,0.28,6.00,81.07,64.56,99.51,0.93,0.26,7.00,78.26,60.87,98.55,0.95,0.26,6.00,79.71,61.84,98.55,1.11,0.26,6.00,89.42,69.23,100.00,1.22,0.24,8.00,91.94,75.83,100.00,1.15,0.24,8.00,90.05,71.56,99.53,1.17,0.25,7.00,90.52,70.14,99.53,1.22,0.22,8.00,92.42,72.99,99.53,1.21,0.23,8.00,91.94,72.04,99.53,0.98,0.20,8.00,80.48,67.62,96.67,0.98,0.20,8.00,82.38,66.19,95.24,0.88,0.21,8.00,76.67,64.29,92.38,0.65,0.21,8.00,69.05,58.10,84.29,0.65,0.21,8.00,66.98,56.60,83.96,0.68,0.23,7.00,69.81,58.02,87.26,0.67,0.23,6.00,68.87,56.60,86.32,0.83,0.23,6.00,75.00,59.43,93.87,0.96,0.23,6.00,83.96,65.57,96.70
Réunion,REU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.43,0.43,1.00,61.65,36.41,87.38,0.48,0.44,1.00,61.65,38.35,90.78,0.70,0.42,1.00,68.12,46.38,98.55,0.70,0.38,1.00,70.53,44.93,96.62,0.44,0.38,1.00,59.62,37.98,86.54,0.40,0.37,1.00,59.72,37.91,85.31,0.40,0.39,1.00,59.72,36.02,86.26,0.42,0.41,1.00,61.14,38.39,86.73,0.43,0.34,1.00,60.66,40.28,81.99,0.42,0.39,1.00,60.66,38.39,86.73,0.26,0.29,1.00,57.14,36.67,70.00,0.26,0.30,1.00,57.14,37.62,70.48,0.29,0.32,1.00,56.67,37.14,72.38,0.29,0.34,1.00,58.10,34.76,76.19,0.24,0.31,1.00,54.72,36.79,70.75,0.21,0.38,1.00,55.19,30.19,75.47,0.20,0.40,1.00,53.77,28.77,74.06,0.23,0.42,1.00,53.30,29.25,79.72,0.26,0.39,1.00,52.83,31.13,80.19
Romania,ROM,0.60,0.37,4.00,67.55,47.34,89.36,0.50,0.35,4.00,63.83,42.55,82.98,-0.38,0.34,4.00,32.80,19.05,52.91,0.46,0.30,5.00,63.49,46.03,82.54,0.32,0.28,6.00,57.79,39.20,71.86,0.06,0.28,7.00,47.57,30.58,63.11,0.09,0.27,7.00,48.54,35.92,64.08,0.15,0.25,8.00,49.76,38.16,63.29,0.20,0.24,8.00,50.24,37.68,66.67,0.18,0.24,8.00,50.48,37.50,66.35,0.36,0.24,8.00,56.87,42.65,72.04,0.27,0.24,8.00,54.03,40.76,67.77,0.19,0.24,9.00,53.55,39.34,63.98,0.08,0.22,9.00,48.82,37.91,60.66,0.18,0.23,9.00,54.03,38.86,64.45,0.05,0.19,9.00,48.57,36.67,59.05,0.18,0.20,9.00,54.29,40.95,61.43,0.27,0.20,9.00,55.24,44.29,65.24,0.05,0.21,9.00,48.57,33.81,60.95,0.04,0.21,9.00,49.06,35.38,58.49,0.54,0.22,8.00,63.68,54.25,77.83,0.51,0.23,7.00,62.74,51.89,75.94,0.58,0.23,7.00,64.15,52.36,82.55,0.49,0.23,7.00,60.85,50.47,75.47
Russian Federation,RUS,-1.18,0.37,4.00,12.23,4.79,26.06,-1.09,0.35,4.00,15.96,7.45,29.26,-1.40,0.31,5.00,10.58,3.70,19.58,-0.72,0.29,6.00,24.87,15.87,37.57,-1.19,0.28,6.00,14.57,5.53,25.63,-1.51,0.28,7.00,7.77,3.88,16.99,-1.27,0.27,7.00,11.65,5.34,22.33,-0.91,0.25,8.00,19.32,12.56,29.95,-0.86,0.24,8.00,18.84,11.11,28.02,-0.75,0.24,8.00,20.19,13.46,31.25,-0.97,0.24,8.00,17.06,9.95,26.07,-0.93,0.24,8.00,18.48,10.43,26.54,-1.00,0.24,9.00,17.06,9.48,27.49,-0.82,0.22,9.00,20.85,13.74,33.18,-0.74,0.23,9.00,22.27,14.69,35.55,-0.94,0.19,9.00,14.76,9.05,24.29,-1.03,0.20,9.00,13.81,9.05,21.90,-0.95,0.20,9.00,15.24,10.48,24.76,-0.64,0.21,9.00,24.29,13.81,33.81,-0.54,0.21,9.00,27.36,16.51,39.15,-0.55,0.22,8.00,25.94,16.04,40.09,-0.67,0.23,7.00,22.64,13.21,35.85,-0.71,0.23,6.00,21.70,13.21,34.91,-0.92,0.23,6.00,16.04,10.85,25.47
Rwanda,RWA,-1.85,0.47,2.00,4.26,0.00,14.89,-2.04,0.44,2.00,4.26,0.00,10.64,-1.69,0.45,2.00,6.35,0.53,18.52,-1.65,0.44,2.00,5.82,0.00,20.11,-1.11,0.35,2.00,17.09,5.53,29.15,-1.19,0.36,2.00,14.56,4.37,26.21,-1.00,0.38,2.00,17.96,6.31,35.92,-0.68,0.29,4.00,25.60,13.53,40.10,-0.36,0.28,4.00,32.37,19.32,46.86,-0.33,0.29,4.00,33.17,19.71,49.04,-0.51,0.29,4.00,27.96,16.59,43.13,-0.27,0.27,5.00,36.02,23.22,51.66,-0.18,0.27,5.00,39.81,27.49,54.98,-0.23,0.24,6.00,38.39,25.12,51.18,-0.11,0.24,6.00,42.18,28.44,57.35,-0.31,0.21,6.00,35.24,23.81,46.67,0.00,0.21,6.00,45.71,33.33,58.10,-0.07,0.22,6.00,44.76,30.48,56.67,0.08,0.23,6.00,49.52,33.81,62.38,0.10,0.23,6.00,52.36,37.26,62.26,0.06,0.24,5.00,49.53,33.02,60.38,0.07,0.25,4.00,49.53,34.91,60.85,0.07,0.24,5.00,50.47,34.91,59.43,0.03,0.24,5.00,47.64,31.60,58.96
Samoa,WSM,1.32,0.47,2.00,93.09,63.30,100.00,1.34,0.44,2.00,94.15,67.55,100.00,1.28,0.45,2.00,92.06,69.84,100.00,1.10,0.44,2.00,86.24,59.79,100.00,1.27,0.35,2.00,95.48,69.85,100.00,1.16,0.33,3.00,90.78,65.53,100.00,1.13,0.33,3.00,87.38,65.05,100.00,1.10,0.33,3.00,87.44,63.29,100.00,1.00,0.31,3.00,81.64,61.84,100.00,1.10,0.31,3.00,87.50,66.83,100.00,0.96,0.32,3.00,83.41,60.66,99.05,0.77,0.32,3.00,72.04,52.61,93.84,0.99,0.31,3.00,81.52,62.09,99.05,1.00,0.28,3.00,82.94,63.03,98.58,0.99,0.30,3.00,81.99,63.98,98.58,1.12,0.24,3.00,90.00,69.52,99.52,1.17,0.25,3.00,91.43,70.48,99.52,1.18,0.25,3.00,91.90,71.90,99.52,1.16,0.26,3.00,90.48,70.48,98.57,1.13,0.25,4.00,90.57,69.81,99.06,1.16,0.25,4.00,91.04,70.75,98.58,1.15,0.25,4.00,89.62,71.23,98.58,1.11,0.25,4.00,89.15,67.92,97.64,1.08,0.26,4.00,87.74,68.87,97.64
Saudi Arabia,SAU,-0.19,0.37,4.00,40.96,21.28,60.11,0.11,0.35,4.00,50.53,30.32,69.15,0.23,0.34,4.00,55.56,33.86,74.07,0.00,0.32,4.00,46.56,28.04,65.61,0.14,0.30,4.00,49.25,35.18,67.34,-0.65,0.29,5.00,24.76,15.53,38.35,-0.24,0.29,5.00,38.83,25.24,54.37,-0.52,0.26,6.00,29.47,17.87,42.03,-0.47,0.24,7.00,28.50,18.36,40.58,-0.34,0.25,7.00,32.21,20.19,46.63,-0.49,0.25,7.00,28.91,18.96,41.23,-0.23,0.24,7.00,37.44,25.59,51.66,-0.46,0.25,6.00,31.28,19.91,45.02,-0.48,0.23,7.00,32.23,20.38,40.28,-0.43,0.23,7.00,32.70,19.91,43.60,-0.29,0.20,7.00,36.19,24.76,47.62,-0.63,0.20,7.00,23.81,16.19,35.24,-0.47,0.21,8.00,28.10,17.62,40.95,-0.65,0.21,9.00,23.81,13.81,33.33,-0.66,0.21,9.00,23.11,13.21,35.38,-0.62,0.21,8.00,23.58,14.62,36.79,-0.65,0.21,7.00,23.58,14.62,35.85,-0.59,0.22,7.00,24.53,16.98,37.74,-0.36,0.22,7.00,32.08,19.34,46.70
Sudan,SDN,-2.48,0.37,4.00,1.06,0.00,3.72,-2.26,0.35,4.00,2.13,0.00,7.45,-2.24,0.34,4.00,1.06,0.00,6.35,-1.85,0.32,4.00,3.70,0.00,12.70,-1.98,0.30,4.00,4.02,0.00,9.05,-1.55,0.32,4.00,6.80,3.40,17.48,-1.97,0.29,5.00,3.40,0.49,7.77,-2.14,0.28,5.00,1.93,0.48,7.73,-2.36,0.27,5.00,2.42,0.00,3.86,-2.49,0.27,5.00,1.44,0.00,2.40,-2.65,0.25,6.00,0.95,0.00,1.90,-2.67,0.25,6.00,0.95,0.00,1.90,-2.52,0.25,6.00,0.95,0.00,2.37,-2.26,0.23,6.00,2.37,0.95,4.74,-2.19,0.24,6.00,2.37,0.95,4.74,-2.36,0.21,6.00,3.81,0.00,5.24,-2.16,0.21,6.00,3.81,0.95,6.67,-2.33,0.21,6.00,2.86,0.48,4.76,-1.97,0.22,6.00,5.71,2.86,8.57,-1.82,0.22,6.00,6.13,3.30,8.02,-1.70,0.23,6.00,6.13,4.25,10.85,-1.66,0.24,5.00,7.55,3.77,10.85,-1.99,0.23,6.00,5.19,1.89,7.55,-2.00,0.23,6.00,5.19,2.36,8.02
Senegal,SEN,-0.60,0.37,4.00,25.00,11.17,47.87,-0.99,0.35,4.00,16.49,7.98,30.85,-0.59,0.34,4.00,27.51,13.76,42.86,-0.27,0.32,4.00,35.98,21.69,52.38,-0.25,0.29,5.00,37.19,25.63,51.26,0.03,0.29,5.00,46.60,29.61,63.11,-0.20,0.29,5.00,39.81,25.73,55.34,-0.26,0.26,6.00,37.20,25.12,50.72,-0.24,0.24,7.00,37.20,24.64,47.83,-0.15,0.25,7.00,39.42,26.92,52.88,-0.21,0.25,7.00,38.39,25.12,51.18,-0.42,0.24,7.00,31.75,21.33,45.02,-0.28,0.24,8.00,37.91,25.59,49.76,-0.11,0.22,8.00,40.76,32.23,54.98,-0.06,0.23,8.00,43.60,31.75,58.29,-0.20,0.20,8.00,37.14,28.57,50.48,-0.12,0.20,8.00,41.90,29.52,54.29,-0.23,0.21,8.00,37.62,24.76,49.05,-0.06,0.21,8.00,43.81,30.00,58.10,-0.11,0.21,8.00,41.98,29.25,54.72,0.04,0.23,7.00,48.58,33.49,59.43,-0.14,0.23,6.00,42.45,25.94,54.72,-0.18,0.23,6.00,41.51,25.94,52.36,-0.15,0.23,6.00,40.57,25.47,51.89
Singapore,SGP,1.12,0.37,4.00,87.23,61.70,100.00,0.93,0.35,4.00,78.72,60.11,98.94,1.14,0.31,5.00,84.13,69.84,98.94,1.25,0.29,6.00,90.48,71.43,99.47,0.88,0.28,6.00,75.38,59.30,95.98,1.09,0.28,7.00,85.44,67.48,99.51,1.15,0.27,7.00,88.83,67.48,100.00,1.25,0.25,8.00,93.24,73.43,100.00,1.17,0.24,8.00,92.75,73.43,100.00,1.34,0.24,8.00,99.04,79.81,100.00,1.18,0.24,8.00,90.52,72.51,100.00,1.17,0.24,8.00,90.52,72.04,99.53,1.19,0.24,9.00,91.00,70.62,99.53,1.37,0.22,9.00,97.16,83.41,99.53,1.38,0.23,9.00,96.68,81.99,99.53,1.19,0.19,9.00,93.33,76.67,99.52,1.30,0.20,9.00,95.24,81.90,99.52,1.48,0.20,9.00,99.05,90.95,99.52,1.60,0.21,9.00,99.05,93.81,100.00,1.47,0.21,9.00,98.58,89.62,99.53,1.48,0.22,8.00,97.64,88.68,99.53,1.44,0.23,7.00,97.17,86.79,99.53,1.44,0.23,7.00,97.64,87.26,99.53,1.46,0.23,7.00,97.17,87.74,100.00
Solomon Islands,SLB,1.04,0.62,1.00,82.45,47.87,100.00,1.11,0.56,1.00,88.30,52.13,100.00,-0.73,0.59,1.00,23.81,5.82,55.56,-0.44,0.64,1.00,30.69,10.58,68.25,0.36,0.56,1.00,59.30,29.15,95.48,0.02,0.36,2.00,46.12,26.21,66.02,-0.02,0.38,2.00,45.63,26.21,65.53,0.07,0.38,2.00,48.31,27.05,66.67,0.23,0.35,2.00,51.21,33.33,74.88,0.21,0.35,2.00,51.92,30.77,72.60,0.22,0.32,3.00,52.13,32.70,72.04,0.34,0.32,3.00,56.40,39.34,77.25,0.31,0.36,2.00,56.40,36.49,72.99,0.19,0.32,2.00,52.61,36.97,69.19,0.30,0.35,2.00,57.82,36.49,73.46,0.47,0.26,2.00,60.95,47.62,76.67,0.64,0.28,2.00,66.19,54.29,88.57,0.49,0.25,3.00,62.86,49.05,78.57,0.19,0.26,3.00,54.29,38.10,66.67,0.35,0.25,4.00,58.02,44.81,70.75,0.50,0.25,4.00,61.32,50.47,77.83,0.56,0.25,4.00,64.62,51.89,80.19,0.54,0.25,4.00,63.21,50.94,82.55,0.38,0.26,4.00,57.08,44.34,74.06
Sierra Leone,SLE,-1.70,0.42,3.00,6.38,2.13,17.55,-2.17,0.38,3.00,2.66,0.00,7.98,-1.87,0.40,3.00,5.29,0.00,13.23,-0.69,0.39,3.00,25.93,12.70,46.03,-1.08,0.33,3.00,19.10,6.03,29.15,-0.51,0.32,4.00,28.16,17.48,44.66,-0.48,0.31,4.00,32.04,18.45,47.57,-0.30,0.32,4.00,34.78,22.22,52.66,-0.06,0.29,4.00,41.06,27.05,59.42,-0.24,0.29,4.00,36.06,21.63,52.88,-0.29,0.27,5.00,35.07,21.33,50.71,-0.24,0.27,5.00,36.97,25.12,52.13,-0.17,0.26,5.00,40.28,28.44,54.98,-0.28,0.22,8.00,37.91,24.64,48.82,-0.17,0.23,8.00,39.81,26.07,54.50,-0.10,0.20,8.00,41.90,29.52,54.29,-0.11,0.20,8.00,42.38,30.00,54.29,-0.17,0.21,7.00,39.52,25.71,52.38,-0.04,0.22,7.00,45.71,30.00,58.57,-0.09,0.22,7.00,43.40,30.19,55.66,-0.06,0.23,6.00,45.75,28.30,58.02,-0.30,0.23,6.00,35.85,21.70,49.53,-0.10,0.23,6.00,44.34,28.30,55.66,-0.09,0.23,6.00,42.92,27.36,54.25
El Salvador,SLV,-0.22,0.37,4.00,39.36,21.28,60.11,0.09,0.35,4.00,49.47,30.32,68.62,0.33,0.34,4.00,60.32,37.04,77.25,0.29,0.30,5.00,55.03,40.21,71.43,-0.18,0.29,5.00,38.69,26.63,54.77,-0.07,0.29,6.00,42.72,27.67,59.71,-0.03,0.28,6.00,44.66,31.07,58.25,-0.17,0.27,6.00,40.58,26.57,53.62,-0.01,0.26,6.00,43.00,29.47,59.42,0.04,0.26,6.00,45.19,29.81,59.62,-0.01,0.26,6.00,44.08,30.81,60.66,0.06,0.26,6.00,48.34,33.18,62.56,0.11,0.25,7.00,49.76,36.49,63.51,0.23,0.22,8.00,54.50,40.28,64.93,-0.03,0.23,8.00,45.50,33.65,59.24,-0.02,0.20,8.00,43.81,30.95,57.62,-0.02,0.20,8.00,45.24,33.33,57.62,-0.10,0.21,8.00,43.33,29.05,54.29,-0.26,0.21,8.00,35.71,25.24,50.48,-0.39,0.21,8.00,32.08,19.81,44.81,-0.12,0.23,7.00,42.92,27.36,56.60,-0.12,0.23,6.00,44.34,26.89,55.66,-0.09,0.23,6.00,44.81,28.77,55.66,-0.15,0.23,6.00,41.04,25.47,51.89
San Marino,SMR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.17,0.56,1.00,91.96,52.76,100.00,1.13,0.59,1.00,89.32,51.94,100.00,1.07,0.62,1.00,84.95,47.57,100.00,1.04,0.64,1.00,84.54,45.41,100.00,1.09,0.65,1.00,89.37,43.00,100.00,1.01,0.66,1.00,83.65,41.35,100.00,1.39,0.56,2.00,96.68,61.61,100.00,1.45,0.48,2.00,98.58,67.30,100.00,1.06,0.61,1.00,84.36,48.82,100.00,1.03,0.64,1.00,85.31,43.13,100.00,1.05,0.60,1.00,85.78,48.82,100.00,0.99,0.51,1.00,82.86,51.90,99.52,1.37,0.28,2.00,97.62,79.05,99.52,1.38,0.29,2.00,97.14,78.57,99.52,1.39,0.31,2.00,97.14,77.62,99.52,1.39,0.29,2.00,97.17,78.77,99.53,1.23,0.28,3.00,93.40,71.70,99.53,1.18,0.28,3.00,92.45,71.23,99.06,1.17,0.28,3.00,92.92,68.40,99.53,1.20,0.28,3.00,93.87,71.70,100.00
Somalia,SOM,-2.51,0.42,3.00,0.53,0.00,4.26,-2.14,0.38,3.00,3.19,0.00,8.51,-1.95,0.40,3.00,3.70,0.00,12.17,-2.37,0.39,3.00,0.00,0.00,4.76,-2.57,0.33,3.00,0.00,0.00,3.02,-2.88,0.35,3.00,0.49,0.00,1.46,-2.71,0.31,4.00,0.00,0.00,0.97,-2.75,0.32,4.00,0.48,0.00,0.97,-3.23,0.29,4.00,0.00,0.00,0.48,-3.28,0.29,4.00,0.00,0.00,0.00,-3.31,0.28,4.00,0.00,0.00,0.00,-3.13,0.27,5.00,0.00,0.00,0.00,-3.08,0.26,5.00,0.00,0.00,0.47,-2.86,0.23,6.00,0.00,0.00,0.95,-2.76,0.24,6.00,0.00,0.00,1.90,-2.52,0.21,6.00,1.90,0.00,4.29,-2.37,0.21,6.00,2.38,0.00,4.76,-2.35,0.21,6.00,2.38,0.48,4.76,-2.25,0.22,6.00,3.81,0.48,6.19,-2.25,0.22,6.00,3.30,0.94,5.19,-2.39,0.23,6.00,2.83,0.00,4.25,-2.58,0.24,5.00,1.42,0.00,2.83,-2.73,0.24,5.00,0.00,0.00,1.89,-2.48,0.24,5.00,0.94,0.00,4.25
São Tomé and Principe,STP,1.05,0.47,2.00,84.57,56.91,100.00,1.08,0.44,2.00,84.57,60.11,100.00,1.15,0.45,2.00,85.19,62.43,100.00,0.56,0.44,2.00,68.25,41.27,91.53,0.26,0.35,2.00,53.77,35.18,72.36,0.57,0.36,2.00,64.08,43.69,90.78,0.58,0.38,2.00,65.05,43.69,90.78,0.35,0.32,3.00,54.59,40.10,74.40,0.39,0.31,3.00,58.45,39.61,78.26,0.18,0.32,3.00,50.00,31.25,69.23,0.15,0.29,4.00,49.76,32.70,68.72,0.12,0.28,4.00,50.71,33.18,64.93,0.01,0.31,3.00,47.87,30.33,63.51,0.01,0.28,3.00,45.50,33.65,61.61,0.11,0.29,3.00,50.71,35.55,64.93,0.18,0.24,3.00,53.81,36.67,64.76,0.14,0.24,3.00,52.38,36.67,61.43,0.22,0.23,4.00,53.81,39.52,64.76,0.18,0.24,4.00,53.81,38.57,64.76,0.52,0.23,4.00,64.15,52.83,78.77,0.50,0.25,4.00,61.79,51.42,77.83,0.49,0.25,4.00,61.79,49.53,77.36,0.59,0.25,4.00,64.62,51.42,83.49,0.61,0.25,4.00,66.04,51.89,83.96
Suriname,SUR,0.44,0.42,3.00,60.64,37.77,87.23,0.60,0.38,3.00,67.55,43.62,91.49,0.21,0.40,3.00,55.03,31.22,76.19,0.49,0.39,3.00,65.08,41.80,86.77,0.48,0.33,3.00,61.81,40.70,82.41,0.30,0.35,3.00,55.34,36.41,75.73,0.23,0.35,3.00,54.85,35.92,70.39,-0.01,0.31,5.00,45.41,29.47,60.87,-0.02,0.28,5.00,42.03,28.02,60.39,0.10,0.28,5.00,47.60,30.77,65.38,0.15,0.26,6.00,50.24,35.07,65.40,0.08,0.26,6.00,50.24,33.18,62.56,0.12,0.25,6.00,50.24,36.49,63.51,0.08,0.24,6.00,48.34,36.97,61.61,0.13,0.24,6.00,52.13,36.49,64.45,0.25,0.20,6.00,56.19,42.38,65.71,0.25,0.21,6.00,56.19,42.38,64.76,0.15,0.21,6.00,51.90,38.10,63.33,0.12,0.22,6.00,51.90,38.10,63.33,0.06,0.22,6.00,50.00,35.85,60.85,0.09,0.23,6.00,51.42,34.43,60.85,0.42,0.23,6.00,59.43,48.11,72.64,0.35,0.23,6.00,57.55,46.23,69.81,0.40,0.23,6.00,58.02,46.70,73.58
Slovak Republic,SVK,0.88,0.37,4.00,75.53,56.91,99.47,1.18,0.35,4.00,89.36,67.55,100.00,0.66,0.34,4.00,70.90,50.79,90.48,0.94,0.29,6.00,81.48,64.02,94.71,0.95,0.28,6.00,79.90,62.31,96.98,0.59,0.28,7.00,65.05,49.03,83.01,0.90,0.27,7.00,76.70,61.17,95.63,0.78,0.26,7.00,71.50,54.59,92.27,1.04,0.26,7.00,84.06,67.15,98.55,1.08,0.26,7.00,87.02,69.23,99.52,0.92,0.24,8.00,80.09,63.51,94.79,1.05,0.24,8.00,86.73,67.30,97.16,0.97,0.24,8.00,81.04,63.98,97.16,1.09,0.22,8.00,88.15,69.67,98.58,1.12,0.23,8.00,89.10,67.77,99.05,1.04,0.20,8.00,85.71,69.52,97.14,0.87,0.20,8.00,75.24,61.43,91.90,0.71,0.21,8.00,70.48,58.57,88.57,0.90,0.21,8.00,78.10,64.76,93.81,0.74,0.21,8.00,70.28,58.96,88.21,0.67,0.23,7.00,68.87,57.55,85.85,0.63,0.23,6.00,67.45,55.19,84.43,0.62,0.23,7.00,65.57,53.77,83.49,0.44,0.23,7.00,59.91,49.53,74.53
Slovenia,SVN,1.31,0.41,3.00,92.55,68.09,100.00,1.24,0.35,4.00,92.55,69.15,100.00,0.89,0.31,5.00,77.25,61.38,94.71,1.30,0.29,6.00,93.65,74.60,100.00,1.19,0.28,6.00,92.96,70.35,99.50,1.08,0.28,7.00,83.50,66.02,99.51,1.09,0.27,7.00,85.92,66.02,99.51,1.09,0.26,7.00,86.96,65.70,100.00,1.10,0.26,7.00,89.86,69.57,100.00,1.15,0.26,7.00,91.35,70.19,100.00,0.94,0.24,8.00,81.04,63.98,94.79,0.87,0.24,8.00,77.25,62.56,92.42,0.97,0.25,7.00,80.57,63.51,97.16,0.94,0.22,9.00,77.25,63.51,94.79,0.88,0.23,9.00,74.41,64.45,91.94,0.97,0.19,9.00,79.52,67.62,95.71,0.95,0.20,9.00,80.00,65.24,94.29,0.98,0.20,9.00,83.81,66.19,94.29,0.87,0.21,9.00,76.67,64.29,91.90,0.89,0.21,9.00,78.30,64.15,91.98,0.80,0.22,8.00,74.53,60.38,91.04,0.70,0.23,7.00,69.81,57.08,86.79,0.76,0.23,7.00,71.23,58.02,90.09,0.71,0.23,7.00,70.75,56.13,87.26
Sweden,SWE,1.46,0.37,4.00,99.47,73.94,100.00,1.40,0.35,4.00,96.28,73.94,100.00,1.39,0.31,5.00,94.18,76.72,100.00,1.48,0.29,6.00,95.77,82.54,100.00,1.34,0.28,6.00,96.48,75.38,100.00,1.36,0.28,7.00,96.60,77.67,100.00,1.30,0.27,7.00,94.66,74.27,100.00,1.29,0.25,8.00,95.65,74.88,100.00,1.27,0.24,8.00,95.65,77.78,100.00,1.13,0.24,8.00,90.38,70.19,100.00,1.08,0.24,8.00,87.20,70.14,99.05,1.09,0.24,8.00,87.68,70.14,99.05,1.23,0.24,9.00,92.42,71.09,99.53,1.17,0.22,9.00,90.05,72.99,99.53,1.13,0.23,9.00,90.05,68.72,99.05,1.07,0.19,9.00,88.10,70.48,97.62,0.93,0.20,9.00,79.52,64.76,93.81,1.00,0.20,9.00,87.14,68.10,95.24,0.97,0.21,9.00,80.48,67.14,94.29,0.92,0.21,9.00,79.25,64.62,92.92,1.01,0.22,8.00,82.55,67.92,96.23,1.00,0.23,7.00,81.60,66.98,95.75,1.01,0.23,7.00,84.43,66.98,96.23,0.90,0.23,7.00,80.19,62.74,95.28
Eswatini,SWZ,-0.21,0.47,2.00,40.43,18.62,66.49,-0.01,0.44,2.00,44.68,21.81,70.21,0.04,0.45,2.00,47.09,24.87,73.54,0.13,0.44,2.00,49.21,26.98,75.66,0.07,0.35,2.00,45.23,29.15,67.84,0.00,0.36,2.00,44.17,26.21,64.56,-0.39,0.38,2.00,35.44,16.99,54.85,-0.27,0.32,3.00,36.23,22.71,53.62,0.05,0.31,3.00,43.96,28.50,63.77,-0.08,0.32,3.00,41.35,25.48,58.65,-0.01,0.29,4.00,43.60,28.44,61.61,-0.08,0.27,5.00,43.13,26.54,57.82,-0.48,0.27,5.00,30.81,19.43,45.50,-0.41,0.25,5.00,34.60,20.85,44.08,-0.43,0.25,5.00,32.23,19.43,45.50,-0.50,0.21,5.00,29.05,18.57,39.05,-0.48,0.22,5.00,28.57,19.52,41.43,-0.49,0.23,4.00,27.62,16.67,41.43,-0.27,0.23,5.00,35.24,22.86,51.43,-0.38,0.23,5.00,33.02,19.34,46.23,-0.27,0.25,4.00,37.26,22.64,52.83,-0.04,0.25,4.00,46.70,30.66,57.55,-0.35,0.25,4.00,33.96,19.34,49.06,-0.25,0.25,4.00,38.21,22.17,51.89
Seychelles,SYC,1.05,0.47,2.00,84.57,56.91,100.00,1.08,0.44,2.00,84.57,60.11,100.00,1.28,0.45,2.00,92.06,69.84,100.00,0.90,0.44,2.00,77.78,50.26,98.41,0.65,0.35,2.00,68.34,45.73,94.47,0.66,0.30,4.00,68.93,50.97,89.81,0.93,0.30,4.00,77.18,58.74,99.03,0.91,0.29,4.00,76.81,59.42,98.55,0.79,0.28,4.00,74.40,54.59,94.69,0.75,0.29,4.00,71.15,54.81,94.23,0.60,0.29,4.00,66.35,47.87,86.73,0.86,0.28,4.00,76.78,57.82,93.84,0.94,0.27,4.00,75.36,62.09,97.63,0.74,0.25,5.00,70.14,57.82,89.10,0.83,0.25,5.00,72.04,60.19,91.94,0.36,0.21,5.00,59.05,45.71,69.52,0.67,0.22,5.00,67.62,57.62,86.19,0.72,0.23,4.00,70.95,57.62,89.05,0.78,0.23,5.00,73.33,61.43,90.48,0.67,0.23,5.00,67.45,56.60,87.26,0.66,0.25,4.00,68.40,56.60,87.74,0.70,0.25,4.00,70.28,56.60,87.74,0.74,0.25,4.00,70.28,57.08,91.04,0.76,0.25,4.00,72.64,56.13,92.45
