Paraguay,PRY,-1.17,0.26,4.00,10.22,0.54,27.42,-1.33,0.23,4.00,2.67,0.00,21.39,-1.37,0.22,5.00,1.06,0.00,14.89,-1.37,0.20,6.00,2.65,0.00,11.11,-1.44,0.19,7.00,3.17,0.00,8.99,-1.43,0.18,9.00,3.94,0.00,11.82,-1.36,0.18,10.00,4.88,0.00,14.15,-1.16,0.18,12.00,9.76,0.98,20.00,-1.21,0.19,12.00,7.77,1.46,19.42,-0.98,0.18,12.00,16.50,4.37,28.64,-0.79,0.17,12.00,22.97,15.79,36.84,-0.71,0.17,12.00,26.67,16.67,40.95,-0.70,0.16,12.00,25.59,18.01,41.23,-0.85,0.16,13.00,21.33,12.32,32.70,-1.05,0.16,13.00,14.22,5.69,22.27,-1.01,0.16,12.00,15.38,8.17,25.96,-1.02,0.16,12.00,14.76,8.57,25.24,-0.76,0.16,12.00,24.76,13.33,36.19,-0.75,0.14,12.00,24.76,14.76,38.10,-0.87,0.14,12.00,19.05,11.90,29.05,-0.89,0.15,12.00,19.52,11.90,30.48,-0.86,0.17,10.00,21.43,12.86,29.52,-1.03,0.17,10.00,16.67,7.62,25.71,-1.09,0.17,10.00,15.09,6.60,21.70
Qatar,QAT,-0.05,0.26,4.00,54.84,37.63,66.13,0.47,0.23,4.00,67.91,57.75,78.07,0.51,0.25,4.00,69.68,59.04,81.38,0.66,0.20,5.00,75.13,67.20,82.01,0.51,0.24,4.00,71.96,59.79,79.37,0.50,0.23,4.00,70.94,58.62,80.30,0.71,0.20,5.00,72.68,66.34,80.98,0.92,0.19,6.00,78.54,72.68,84.88,0.67,0.20,6.00,73.79,68.45,79.61,0.93,0.20,6.00,79.13,73.30,83.98,1.56,0.16,10.00,91.39,85.17,93.78,1.40,0.17,10.00,89.05,83.33,92.38,1.00,0.17,9.00,80.09,72.51,87.20,1.05,0.16,9.00,81.04,76.30,87.20,1.10,0.16,9.00,81.52,76.78,89.10,0.98,0.15,9.00,80.29,75.00,87.02,0.86,0.15,8.00,77.14,70.95,81.90,0.86,0.16,8.00,79.05,70.00,82.38,0.70,0.14,8.00,73.81,65.71,80.48,0.69,0.15,8.00,75.24,65.71,80.48,0.82,0.17,8.00,78.57,69.05,81.90,0.75,0.17,7.00,77.14,66.19,81.43,0.78,0.19,7.00,78.10,66.67,82.86,0.80,0.18,7.00,79.25,67.92,82.08
Réunion,REU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.98,0.39,1.00,82.27,65.02,91.63,0.79,0.34,1.00,77.56,60.98,89.27,0.78,0.42,1.00,76.59,58.54,91.71,0.78,0.42,1.00,76.70,58.74,91.75,0.80,0.40,1.00,77.18,61.65,91.75,0.83,0.43,1.00,77.03,61.24,90.91,0.82,0.43,1.00,77.14,61.43,90.95,0.79,0.42,1.00,75.83,59.72,90.05,0.78,0.43,1.00,76.30,59.72,90.52,0.78,0.44,1.00,76.78,59.24,90.05,0.63,0.43,1.00,72.12,54.81,88.94,0.57,0.42,1.00,69.52,53.81,88.57,0.58,0.42,1.00,69.05,53.33,89.05,0.58,0.40,1.00,70.00,53.81,87.14,0.58,0.40,1.00,71.90,53.81,87.14,0.57,0.41,1.00,70.48,52.86,88.10,0.63,0.38,1.00,73.81,56.67,85.71,0.64,0.43,1.00,73.33,50.95,89.05,0.63,0.46,1.00,73.11,50.00,89.15
Romania,ROM,-0.45,0.26,4.00,39.25,19.89,56.99,-0.65,0.19,5.00,33.16,20.32,46.52,-0.51,0.18,7.00,38.30,26.60,49.47,-0.44,0.16,7.00,40.74,31.75,51.32,-0.41,0.15,9.00,42.86,30.16,52.91,-0.32,0.14,11.00,44.83,33.99,53.69,-0.26,0.14,11.00,48.78,40.00,55.12,-0.21,0.13,14.00,49.27,39.51,56.59,-0.23,0.13,14.00,51.46,37.86,56.80,-0.19,0.13,13.00,52.91,41.26,57.77,-0.31,0.13,13.00,48.80,36.36,55.50,-0.35,0.12,14.00,45.24,34.29,53.33,-0.33,0.12,15.00,45.97,36.49,54.03,-0.38,0.12,15.00,44.55,34.12,52.13,-0.30,0.12,14.00,47.87,37.91,54.50,-0.22,0.12,14.00,51.92,41.83,55.29,-0.17,0.12,14.00,51.90,43.81,56.67,-0.18,0.12,13.00,51.43,42.38,57.14,-0.14,0.11,13.00,51.43,43.81,56.19,-0.23,0.12,13.00,48.10,39.52,55.71,-0.24,0.13,13.00,47.62,37.14,55.24,-0.10,0.14,12.00,51.43,43.81,59.05,-0.06,0.15,12.00,51.43,45.71,59.05,0.02,0.14,12.00,55.66,48.11,62.26
Russian Federation,RUS,-1.05,0.21,6.00,15.05,2.69,29.03,-0.95,0.17,7.00,21.39,5.35,32.62,-0.94,0.17,8.00,20.21,5.85,32.45,-0.95,0.15,8.00,20.63,5.82,31.75,-0.78,0.15,9.00,25.40,11.11,37.57,-0.83,0.14,10.00,23.65,13.79,32.02,-0.85,0.14,10.00,21.46,13.66,31.71,-0.94,0.13,13.00,19.02,9.76,26.83,-1.02,0.14,13.00,16.50,6.80,21.84,-1.13,0.13,13.00,12.14,3.88,18.45,-1.14,0.13,13.00,11.00,2.87,19.14,-1.10,0.13,13.00,13.33,3.81,20.95,-1.07,0.13,14.00,15.64,4.27,20.38,-1.05,0.12,14.00,15.17,8.06,21.33,-1.02,0.13,13.00,15.64,9.00,21.80,-0.92,0.13,12.00,17.31,12.50,27.40,-0.97,0.13,12.00,15.71,10.48,25.24,-0.84,0.13,12.00,21.43,12.86,31.90,-0.91,0.12,12.00,16.67,11.90,25.71,-0.87,0.13,12.00,19.52,12.38,29.05,-0.82,0.14,12.00,23.81,14.76,30.95,-0.93,0.15,10.00,19.05,11.90,26.67,-0.92,0.16,9.00,19.52,11.90,28.10,-0.98,0.16,8.00,19.34,8.49,24.53
Rwanda,RWA,-0.75,0.34,2.00,26.88,3.76,50.54,-0.73,0.32,2.00,29.95,3.74,50.27,-0.73,0.35,2.00,30.85,3.72,52.66,-0.72,0.35,2.00,31.75,3.17,51.85,-0.59,0.27,3.00,35.45,11.11,53.44,-0.41,0.23,6.00,40.39,25.12,54.19,-0.63,0.22,7.00,31.71,17.07,48.29,-0.21,0.19,9.00,49.76,36.59,59.02,0.01,0.19,9.00,57.28,48.06,66.99,0.11,0.19,9.00,60.19,52.43,68.45,0.11,0.20,10.00,60.77,52.15,69.86,0.37,0.18,12.00,68.10,61.43,72.38,0.36,0.17,12.00,68.25,58.77,72.51,0.56,0.17,12.00,71.56,64.93,76.78,0.63,0.17,13.00,72.04,67.30,77.73,0.78,0.17,12.00,75.48,68.75,81.73,0.60,0.16,12.00,70.48,63.81,77.62,0.62,0.17,11.00,70.48,64.29,79.52,0.61,0.17,11.00,71.43,63.33,80.00,0.54,0.16,11.00,69.05,61.90,78.57,0.52,0.16,11.00,67.14,62.38,78.10,0.53,0.16,10.00,67.62,61.43,78.57,0.57,0.16,11.00,70.00,62.86,80.00,0.56,0.16,10.00,70.28,62.74,79.25
Samoa,WSM,-0.03,0.48,1.00,56.45,25.27,76.34,-0.02,0.45,1.00,54.55,28.88,74.33,-0.04,0.46,1.00,56.38,27.66,75.00,-0.07,0.43,1.00,54.50,28.04,74.60,-0.10,0.40,1.00,56.08,26.46,73.02,-0.24,0.39,1.00,49.75,21.18,69.46,0.22,0.28,3.00,60.49,48.78,72.20,0.30,0.32,3.00,65.85,48.78,76.59,0.30,0.32,3.00,65.53,51.46,76.70,0.26,0.33,3.00,63.59,48.06,74.27,0.15,0.31,4.00,61.72,44.50,72.73,0.17,0.30,4.00,61.90,47.14,72.38,0.13,0.30,4.00,61.61,43.13,72.51,0.14,0.30,4.00,61.14,45.50,72.51,0.18,0.30,4.00,62.56,47.39,72.99,0.36,0.33,3.00,65.38,52.40,78.85,0.30,0.31,3.00,63.81,50.48,76.67,0.30,0.31,3.00,63.33,49.05,77.14,0.66,0.31,3.00,72.86,59.52,86.19,0.65,0.29,3.00,73.81,59.52,82.86,0.65,0.31,3.00,72.38,59.05,82.86,0.71,0.30,3.00,76.19,60.00,85.24,0.59,0.32,4.00,70.48,58.10,82.86,0.55,0.33,4.00,69.81,54.72,82.08
Saudi Arabia,SAU,-0.16,0.26,4.00,51.08,32.26,62.90,-0.26,0.23,4.00,48.66,34.22,58.29,-0.20,0.25,4.00,50.53,34.57,61.70,0.18,0.20,5.00,60.85,51.85,71.96,-0.17,0.21,5.00,52.91,38.10,60.32,-0.30,0.21,5.00,46.31,29.56,56.16,-0.10,0.20,5.00,54.15,40.98,60.98,-0.20,0.19,6.00,50.73,37.56,59.02,-0.17,0.18,7.00,52.43,37.86,59.22,-0.01,0.17,8.00,57.28,47.57,64.56,-0.02,0.18,9.00,57.89,48.33,66.03,0.04,0.17,9.00,59.52,50.95,67.14,-0.31,0.18,8.00,47.87,32.70,56.87,-0.05,0.17,9.00,56.87,46.45,63.51,-0.03,0.17,9.00,57.35,47.39,63.03,0.08,0.16,8.00,59.62,52.40,64.90,0.02,0.16,7.00,56.19,50.00,63.33,0.20,0.16,8.00,61.43,54.76,65.24,0.33,0.14,8.00,63.33,59.05,67.62,0.33,0.15,8.00,63.81,58.10,71.90,0.25,0.17,8.00,62.38,54.76,66.67,0.24,0.17,7.00,61.43,54.29,67.14,0.28,0.19,7.00,62.38,54.29,70.00,0.36,0.18,7.00,63.68,57.55,73.58
Sudan,SDN,-1.24,0.26,4.00,6.99,0.00,25.27,-1.12,0.23,4.00,12.83,0.00,29.41,-1.02,0.25,4.00,14.89,0.53,34.57,-1.04,0.21,4.00,12.17,2.12,31.75,-1.17,0.21,5.00,7.41,1.06,23.28,-1.25,0.19,7.00,9.36,0.99,19.21,-1.39,0.18,8.00,3.90,0.00,13.17,-1.19,0.18,9.00,9.27,0.98,20.00,-1.33,0.19,10.00,4.37,0.00,16.02,-1.43,0.19,10.00,2.91,0.00,12.14,-1.15,0.17,10.00,10.53,0.96,21.05,-1.20,0.17,11.00,8.57,0.95,18.57,-1.20,0.17,11.00,9.00,0.95,18.96,-1.50,0.16,11.00,0.47,0.00,8.53,-1.49,0.16,12.00,0.47,0.00,9.48,-1.46,0.16,12.00,3.37,0.00,8.65,-1.50,0.15,12.00,3.33,0.00,10.00,-1.56,0.15,12.00,3.33,0.00,8.10,-1.56,0.14,12.00,2.86,0.00,8.10,-1.46,0.14,12.00,6.19,0.48,10.48,-1.41,0.15,12.00,6.67,1.43,11.90,-1.42,0.15,11.00,6.67,1.90,11.90,-1.28,0.15,12.00,8.10,4.29,16.19,-1.40,0.15,11.00,6.60,1.89,12.74
Senegal,SEN,-0.14,0.26,4.00,52.15,32.80,62.90,-0.12,0.23,4.00,52.41,37.97,61.50,-0.09,0.25,4.00,53.72,38.30,63.83,0.25,0.20,5.00,64.55,51.85,73.02,-0.14,0.19,7.00,53.97,40.74,60.32,0.02,0.18,8.00,56.16,47.29,65.02,-0.04,0.17,10.00,55.61,46.83,61.95,-0.37,0.16,13.00,41.46,31.71,53.17,-0.51,0.15,14.00,36.41,25.24,49.51,-0.50,0.15,14.00,37.38,26.70,49.51,-0.49,0.15,13.00,37.32,24.88,49.76,-0.64,0.15,14.00,30.48,20.48,42.86,-0.50,0.14,15.00,37.91,23.70,50.24,-0.26,0.14,15.00,49.29,38.39,56.87,-0.19,0.13,16.00,53.08,41.71,58.77,0.06,0.13,15.00,58.65,52.88,62.98,0.03,0.13,15.00,57.62,51.43,62.86,-0.02,0.13,15.00,56.19,47.62,60.95,-0.11,0.12,15.00,52.86,43.81,57.14,-0.05,0.13,15.00,55.24,45.24,59.52,0.00,0.13,15.00,55.71,48.10,60.48,-0.01,0.14,14.00,55.71,45.71,60.00,0.04,0.15,13.00,57.14,48.10,62.38,-0.03,0.15,13.00,53.77,46.23,59.91
Singapore,SGP,2.11,0.19,7.00,97.31,93.01,100.00,2.06,0.17,7.00,96.79,91.98,100.00,2.14,0.17,7.00,97.34,93.62,100.00,2.26,0.16,7.00,98.94,94.18,100.00,2.17,0.15,8.00,97.88,93.65,100.00,2.30,0.15,9.00,98.52,97.04,100.00,2.16,0.14,9.00,98.05,95.12,100.00,2.17,0.14,11.00,98.05,94.63,99.02,2.23,0.15,11.00,98.06,94.66,100.00,2.23,0.14,11.00,98.06,95.63,100.00,2.21,0.14,11.00,98.09,94.74,99.52,2.17,0.14,11.00,98.57,94.29,100.00,2.10,0.15,12.00,97.16,94.31,99.53,2.12,0.14,12.00,97.16,94.79,99.53,2.07,0.13,12.00,96.68,94.79,99.05,2.07,0.13,11.00,96.15,95.19,100.00,2.05,0.13,11.00,96.67,94.29,100.00,2.04,0.14,11.00,97.14,93.81,100.00,2.09,0.12,11.00,97.62,95.71,100.00,2.13,0.13,11.00,98.57,95.71,100.00,2.12,0.14,11.00,99.05,95.71,100.00,2.12,0.14,10.00,99.05,95.24,100.00,2.14,0.15,10.00,98.57,96.19,100.00,2.09,0.15,10.00,98.58,95.75,99.53
Solomon Islands,SLB,0.34,0.44,1.00,65.05,43.01,81.18,0.36,0.42,1.00,65.24,46.52,81.28,0.18,0.47,1.00,61.17,34.57,81.91,0.18,0.54,1.00,61.38,31.75,82.54,0.21,0.51,1.00,61.90,33.86,80.95,-0.07,0.33,2.00,54.19,30.54,70.44,0.09,0.25,4.00,58.05,46.83,69.76,-0.20,0.27,4.00,50.24,30.24,62.44,-0.37,0.27,5.00,43.20,21.84,58.25,-0.35,0.26,5.00,43.20,23.30,59.22,-0.28,0.27,5.00,49.28,25.36,62.20,-0.34,0.25,6.00,45.71,23.33,61.43,-0.35,0.26,6.00,45.02,23.22,58.77,-0.36,0.25,6.00,45.02,25.59,59.24,-0.40,0.26,6.00,42.65,21.80,58.29,-0.27,0.26,6.00,49.52,27.40,61.06,-0.35,0.26,6.00,45.71,25.24,58.57,-0.36,0.26,5.00,42.86,23.81,58.10,0.10,0.27,4.00,58.10,43.33,67.62,-0.03,0.26,4.00,55.71,38.57,65.24,-0.05,0.27,4.00,53.33,34.76,65.24,0.07,0.26,4.00,58.57,41.90,66.67,-0.16,0.25,6.00,49.52,31.90,61.43,-0.18,0.26,6.00,49.06,30.19,61.32
Sierra Leone,SLE,-0.76,0.32,3.00,26.34,4.84,49.46,-0.72,0.31,3.00,30.48,5.35,49.73,-0.74,0.33,3.00,30.32,4.26,50.00,-0.79,0.31,3.00,27.51,3.17,46.03,-0.89,0.25,5.00,19.58,5.29,40.21,-0.88,0.22,7.00,21.67,9.36,34.98,-1.09,0.21,8.00,13.66,2.44,23.41,-1.03,0.20,10.00,16.59,5.37,27.80,-0.92,0.20,10.00,19.42,6.80,33.50,-0.98,0.20,11.00,16.99,4.37,31.07,-0.94,0.18,12.00,18.66,5.74,28.71,-0.78,0.18,12.00,23.33,14.29,38.10,-0.86,0.17,13.00,20.85,12.32,33.65,-0.96,0.14,16.00,17.54,10.43,27.01,-0.91,0.13,16.00,19.91,11.85,28.44,-0.95,0.13,15.00,15.87,11.06,27.40,-0.82,0.13,15.00,22.86,13.81,32.38,-0.84,0.14,14.00,20.95,12.86,31.90,-0.59,0.13,14.00,32.86,21.90,42.86,-0.51,0.13,14.00,35.71,26.19,43.81,-0.47,0.14,13.00,36.19,26.67,47.14,-0.40,0.14,13.00,39.52,28.57,47.14,-0.46,0.15,13.00,36.19,27.14,48.10,-0.56,0.15,13.00,32.55,22.17,43.87
El Salvador,SLV,-0.87,0.24,5.00,21.51,5.91,38.71,-0.89,0.23,4.00,25.67,3.74,36.36,-0.75,0.22,5.00,29.79,11.17,44.68,-0.81,0.20,6.00,25.93,8.47,38.62,-0.42,0.19,7.00,41.80,28.04,55.03,-0.48,0.18,9.00,35.96,25.12,50.25,-0.51,0.18,9.00,38.54,22.93,49.76,-0.34,0.19,10.00,42.93,31.71,55.61,-0.42,0.19,10.00,38.83,27.18,54.37,-0.41,0.19,10.00,41.26,27.18,53.40,-0.23,0.18,12.00,50.24,36.36,59.81,-0.26,0.18,12.00,49.52,34.29,59.05,-0.25,0.17,13.00,51.18,36.49,57.82,-0.41,0.15,14.00,42.65,30.81,53.55,-0.35,0.14,14.00,45.50,35.07,54.50,-0.37,0.14,13.00,43.27,31.25,52.88,-0.45,0.14,13.00,41.43,28.10,50.48,-0.56,0.14,13.00,33.33,22.86,44.76,-0.53,0.13,13.00,37.14,24.76,43.81,-0.59,0.13,13.00,32.38,24.29,41.90,-0.54,0.14,13.00,33.81,25.71,43.81,-0.58,0.15,12.00,30.95,22.86,43.33,-0.55,0.16,12.00,32.86,22.86,46.19,-0.64,0.16,11.00,27.83,20.28,40.09
San Marino,SMR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.15,0.42,1.00,85.71,65.71,94.29,1.16,0.42,1.00,87.14,65.71,93.81,1.17,0.40,1.00,86.19,67.14,95.24,1.18,0.40,1.00,86.19,68.57,94.76,1.18,0.41,1.00,87.14,66.67,94.76,1.27,0.38,1.00,88.57,73.81,95.24,1.28,0.43,1.00,88.57,70.00,96.67,1.27,0.46,1.00,88.68,68.40,97.17
Somalia,SOM,-1.27,0.32,3.00,5.38,0.00,26.34,-1.17,0.31,3.00,8.56,0.00,32.62,-1.23,0.33,3.00,5.85,0.00,31.91,-1.03,0.31,3.00,13.23,0.00,37.04,-1.47,0.25,4.00,2.12,0.00,10.05,-1.80,0.22,6.00,0.00,0.00,3.45,-1.68,0.22,6.00,0.00,0.00,6.34,-1.72,0.22,6.00,0.00,0.00,4.39,-1.74,0.23,6.00,0.00,0.00,3.88,-1.85,0.23,6.00,0.00,0.00,1.94,-1.70,0.21,8.00,0.00,0.00,2.87,-1.73,0.20,8.00,0.00,0.00,1.90,-1.72,0.20,8.00,0.00,0.00,2.37,-1.60,0.17,9.00,0.00,0.00,3.79,-1.58,0.18,9.00,0.00,0.00,6.16,-1.66,0.17,8.00,0.00,0.00,4.81,-1.64,0.16,9.00,0.48,0.00,5.24,-1.69,0.17,9.00,0.95,0.00,5.71,-1.71,0.15,9.00,0.48,0.00,4.29,-1.79,0.16,9.00,0.00,0.00,3.33,-1.72,0.16,9.00,0.48,0.00,4.76,-1.69,0.17,8.00,1.90,0.00,6.67,-1.80,0.18,8.00,0.95,0.00,4.29,-1.79,0.18,8.00,0.47,0.00,4.25
São Tomé and Principe,STP,0.40,0.34,2.00,66.67,51.08,81.18,0.40,0.32,2.00,66.31,51.87,81.28,0.35,0.35,2.00,64.89,48.94,81.38,0.24,0.35,2.00,63.49,43.92,77.78,-0.11,0.33,2.00,54.50,32.28,69.84,-0.46,0.27,4.00,36.95,19.70,55.17,-0.54,0.24,5.00,35.61,18.05,52.20,-0.27,0.21,6.00,47.80,31.71,58.54,-0.29,0.22,6.00,48.54,30.10,58.25,-0.29,0.21,6.00,48.06,32.04,58.74,-0.18,0.23,5.00,52.63,33.97,63.64,-0.24,0.22,6.00,51.43,32.38,61.43,-0.18,0.22,6.00,54.03,35.55,63.03,-0.17,0.22,6.00,54.03,34.60,63.03,-0.17,0.22,7.00,54.03,35.55,62.56,0.01,0.22,7.00,57.21,44.71,65.38,-0.07,0.21,7.00,55.24,42.86,62.86,-0.08,0.21,7.00,54.29,40.95,61.90,0.15,0.20,8.00,59.52,50.00,65.71,0.15,0.18,9.00,59.52,51.43,65.71,0.13,0.19,8.00,59.05,49.52,66.19,0.12,0.18,8.00,59.05,46.19,63.81,0.23,0.20,7.00,60.48,50.00,69.05,0.28,0.21,7.00,62.74,52.36,72.17
Suriname,SUR,0.19,0.32,3.00,61.29,46.24,75.27,0.25,0.31,3.00,62.57,49.73,77.01,0.45,0.33,3.00,68.62,54.26,82.45,0.26,0.31,3.00,65.08,47.62,76.19,0.31,0.30,3.00,66.67,51.32,75.13,0.26,0.28,4.00,61.58,49.75,73.89,0.22,0.26,4.00,60.00,50.24,72.20,-0.10,0.23,5.00,55.12,37.56,64.39,-0.01,0.25,5.00,56.80,38.83,69.90,-0.03,0.24,5.00,56.80,40.78,66.50,-0.26,0.21,6.00,49.76,32.06,59.81,-0.33,0.20,7.00,46.67,29.05,56.67,-0.28,0.20,7.00,49.76,32.70,58.77,-0.34,0.18,8.00,46.45,31.28,56.87,-0.28,0.19,8.00,48.82,34.12,58.77,-0.45,0.18,6.00,40.38,26.44,52.88,-0.27,0.17,5.00,49.05,35.24,55.71,-0.34,0.17,5.00,44.76,31.90,55.24,-0.21,0.16,5.00,48.57,40.95,56.19,-0.24,0.17,5.00,46.19,34.29,56.67,-0.42,0.18,5.00,39.05,26.19,50.95,-0.46,0.17,5.00,36.19,25.71,46.19,-0.42,0.19,5.00,39.05,25.71,50.00,-0.41,0.19,5.00,39.15,24.53,51.42
Slovak Republic,SVK,0.22,0.24,5.00,62.90,50.54,73.12,0.06,0.17,6.00,57.22,49.73,63.64,0.22,0.18,7.00,62.23,54.26,69.68,-0.05,0.15,8.00,56.08,46.03,61.38,0.28,0.15,9.00,65.61,58.73,72.49,0.34,0.15,9.00,65.52,57.64,71.92,0.45,0.14,9.00,68.29,60.98,72.20,0.38,0.15,10.00,69.27,59.02,72.68,0.30,0.15,10.00,64.56,57.77,72.33,0.31,0.14,10.00,65.05,59.22,72.82,0.27,0.14,12.00,65.55,59.33,71.29,0.25,0.12,13.00,63.81,60.00,70.00,0.23,0.12,13.00,63.98,57.82,69.67,0.07,0.12,13.00,59.72,54.03,64.93,0.05,0.13,13.00,59.24,54.03,63.51,0.12,0.13,13.00,60.10,54.33,64.90,0.11,0.13,13.00,59.52,53.81,63.81,0.15,0.13,12.00,60.48,54.76,64.29,0.10,0.12,12.00,58.57,53.33,62.86,0.23,0.13,12.00,61.43,56.67,65.71,0.19,0.14,12.00,59.52,53.33,65.71,0.42,0.15,11.00,64.29,59.05,74.29,0.21,0.15,12.00,60.00,54.29,65.71,0.21,0.14,12.00,60.38,53.77,66.04
Slovenia,SVN,1.11,0.28,3.00,81.72,73.66,90.86,1.16,0.19,5.00,84.49,78.07,90.37,0.83,0.17,8.00,77.13,69.68,83.51,0.77,0.15,8.00,76.72,71.96,82.54,0.90,0.15,9.00,79.89,74.07,83.07,1.02,0.15,9.00,83.25,75.37,85.71,0.90,0.14,9.00,80.00,72.20,82.44,1.03,0.15,10.00,81.95,76.59,88.29,1.01,0.15,10.00,80.58,74.27,85.44,0.94,0.14,10.00,79.61,73.79,82.52,1.05,0.14,11.00,80.86,74.64,84.69,0.92,0.13,12.00,79.05,72.86,83.33,0.94,0.14,11.00,79.15,72.51,83.41,0.83,0.12,13.00,76.78,72.51,80.09,0.72,0.13,13.00,74.41,69.67,79.62,0.72,0.13,13.00,74.52,69.23,79.33,0.74,0.13,13.00,75.71,67.14,79.05,0.79,0.13,12.00,76.19,67.62,80.00,0.78,0.12,12.00,78.10,69.05,80.95,0.84,0.13,12.00,79.52,72.86,81.43,0.89,0.14,12.00,80.00,72.38,82.86,0.78,0.14,12.00,78.10,68.57,80.48,0.69,0.15,12.00,75.24,65.71,80.48,0.77,0.14,12.00,78.30,68.87,81.13
Sweden,SWE,2.17,0.21,6.00,98.92,93.01,100.00,2.17,0.19,6.00,98.93,93.05,100.00,2.23,0.20,6.00,98.94,93.62,100.00,2.20,0.18,6.00,97.88,93.12,100.00,2.15,0.18,6.00,97.35,92.59,100.00,2.13,0.18,6.00,97.54,93.10,100.00,2.01,0.17,6.00,97.56,92.68,99.02,2.19,0.16,9.00,98.54,94.63,99.02,2.23,0.17,9.00,98.54,93.69,100.00,2.21,0.16,9.00,97.57,94.66,100.00,2.24,0.17,9.00,99.04,94.74,100.00,2.22,0.16,9.00,99.05,94.76,100.00,2.17,0.15,10.00,98.58,94.31,100.00,2.28,0.14,10.00,99.05,95.73,100.00,2.24,0.14,10.00,98.58,95.73,100.00,2.11,0.13,10.00,97.60,95.19,100.00,2.15,0.13,10.00,98.10,95.71,100.00,2.11,0.14,11.00,98.10,94.76,100.00,2.10,0.12,11.00,98.10,95.71,100.00,2.11,0.13,11.00,98.10,94.76,100.00,2.09,0.14,11.00,98.10,94.76,100.00,2.09,0.15,10.00,98.10,95.24,100.00,2.10,0.16,10.00,97.62,95.71,100.00,2.06,0.16,10.00,97.64,95.28,99.53
Eswatini,SWZ,0.04,0.34,2.00,58.60,35.48,73.12,0.05,0.32,2.00,56.68,39.04,72.19,-0.05,0.35,2.00,55.32,34.57,69.68,-0.06,0.35,2.00,55.56,33.86,71.96,-0.07,0.33,2.00,58.20,34.39,69.84,-0.24,0.31,4.00,49.26,26.60,61.58,-0.28,0.28,4.00,48.29,24.88,59.51,-0.04,0.26,5.00,55.61,39.02,70.24,-0.05,0.25,5.00,56.31,37.86,69.90,0.04,0.24,5.00,58.25,42.72,68.93,-0.01,0.24,5.00,58.37,41.15,68.90,-0.04,0.22,6.00,56.19,42.86,66.19,-0.18,0.20,7.00,53.55,37.44,62.09,-0.22,0.21,8.00,51.18,34.60,60.19,-0.23,0.21,9.00,51.18,35.07,61.61,-0.26,0.21,8.00,50.00,31.25,59.62,-0.22,0.21,8.00,50.48,34.29,60.00,-0.23,0.23,7.00,48.10,31.90,60.00,-0.07,0.21,7.00,54.29,42.38,62.86,-0.23,0.19,8.00,46.67,33.33,58.10,-0.33,0.20,8.00,42.86,27.62,55.71,-0.30,0.20,7.00,44.76,28.57,56.67,-0.70,0.21,7.00,27.14,15.71,42.38,-0.67,0.21,8.00,26.89,17.45,43.40
Seychelles,SYC,0.55,0.34,2.00,72.58,56.99,81.18,0.57,0.32,2.00,71.66,55.61,82.89,0.59,0.35,2.00,71.81,57.98,84.57,0.69,0.35,2.00,75.66,59.26,85.19,0.79,0.33,2.00,75.13,62.96,85.71,0.55,0.24,4.00,71.92,59.61,81.77,0.37,0.23,4.00,66.34,56.10,74.63,0.33,0.26,4.00,66.34,55.12,74.15,0.34,0.26,4.00,67.96,54.85,74.27,0.56,0.26,3.00,73.30,61.65,80.10,0.58,0.25,4.00,72.25,63.16,79.43,0.60,0.24,4.00,72.38,62.86,80.48,0.61,0.24,4.00,72.51,63.03,80.09,0.58,0.23,5.00,72.51,63.03,79.62,0.60,0.23,6.00,71.56,63.03,80.57,0.58,0.22,6.00,70.67,62.02,79.33,1.14,0.22,6.00,82.38,76.67,90.95,1.10,0.25,5.00,81.90,73.81,90.95,0.85,0.21,6.00,80.00,66.19,86.19,0.86,0.20,6.00,80.00,69.52,86.19,1.18,0.21,6.00,84.29,78.57,90.00,1.39,0.20,5.00,89.52,81.90,94.76,1.60,0.27,4.00,91.90,83.81,97.14,1.70,0.28,4.00,94.34,83.96,98.58
